category,reviews,size,installs,price,suitable_for,last_update,latest_ver,popularity
FINANCE,510392,79M,"10,000,000+",0,Everyone,"August 1, 2018",5.38.1,High
PHOTOGRAPHY,259450,17M,"10,000,000+",0,Everyone,"May 24, 2018",1.0.4,High
PHOTOGRAPHY,50424,82M,"1,000,000+",0,Everyone,"August 2, 2018",584,High
GAME,8,6.3M,100+,$0.99,Teen,"July 18, 2015",1.0.0,High
GAME,4578476,24M,"50,000,000+",0,Everyone 10+,"July 17, 2018",1.4.51,High
FAMILY,364013,27M,"1,000,000+",0,Everyone 10+,"August 6, 2018",14.4.4.00,High
FINANCE,4254,3.2M,"100,000+",0,Everyone,"August 29, 2017",2.5,High
AUTO_AND_VEHICLES,73,23M,"1,000+",0,Everyone,"June 5, 2018",0.994,High
AUTO_AND_VEHICLES,534,5.7M,"10,000+",0,Everyone,"July 8, 2018",1.9.1,High
TOOLS,954,7.6M,"10,000+",0,Teen,"July 11, 2016",0.4.1,High
MAPS_AND_NAVIGATION,15865,3.3M,"1,000,000+",0,Everyone,"August 3, 2018",10.0,High
GAME,5849,5.1M,"500,000+",0,Everyone,"September 13, 2017",1.2.2,High
SPORTS,36,2.6M,100+,0,Everyone,"February 11, 2017",1.1,High
BOOKS_AND_REFERENCE,527,2.9M,"100,000+",0,Everyone,"March 31, 2018",14.0,High
TOOLS,85,2.4M,"1,000+",$2.99,Everyone,"July 5, 2018",1.9,High
BOOKS_AND_REFERENCE,116507,5.0M,"1,000,000+",0,Teen,"August 1, 2018",2.0.075,High
FINANCE,642,3.2M,"10,000+",0,Everyone,"April 27, 2018",2018.04.27,High
FAMILY,301,5.6M,"10,000+",0,Everyone,"July 1, 2018",1.0,High
FAMILY,20178,9.0M,"100,000+",0,Everyone,"May 26, 2014",1.7.3,High
GAME,19070,90M,"100,000+",0,Everyone 10+,"August 4, 2018",1.0,High
MEDICAL,6185,38M,"100,000+",0,Everyone,"August 3, 2018",1.2.0,High
ART_AND_DESIGN,176,10M,"100,000+",0,Everyone,"April 2, 2018",1.0,High
AUTO_AND_VEHICLES,197136,38M,"1,000,000+",0,Everyone,"July 15, 2018",8.31,High
PRODUCTIVITY,9653,5.1M,"1,000,000+",0,Everyone,"August 6, 2018",1.2.5,High
HEALTH_AND_FITNESS,1,12M,50+,0,Everyone,"April 9, 2018",1.0.8.506,High
FOOD_AND_DRINK,3803,15M,"500,000+",0,Everyone,"February 22, 2018",1.6,High
HEALTH_AND_FITNESS,144040,55M,"5,000,000+",0,Everyone,"July 27, 2018",18.7.1,High
AUTO_AND_VEHICLES,10479,33M,"100,000+",0,Everyone,"July 18, 2018",1.7.1,High
HOUSE_AND_HOME,162243,12M,"10,000,000+",0,Everyone,"July 26, 2018",8.18,High
FINANCE,159,14M,"1,000+",0,Everyone,"September 12, 2017",4.2.87,High
GAME,4487182,55M,"50,000,000+",0,Teen,"July 4, 2018",15.1.2,High
FAMILY,60,2.1M,"10,000+",0,Everyone,"May 1, 2016",1.0,High
FAMILY,349,11M,"50,000+",0,Everyone,"March 16, 2018",2.1.1,High
GAME,4,33M,50+,$1.99,Teen,"August 15, 2013",1.05,High
GAME,416,16M,"10,000+",$2.99,Teen,"January 12, 2017",1.0.5,High
FAMILY,38,5.0M,"1,000+",0,Everyone,"June 16, 2017",0.9.0,High
GAME,6187,33M,"100,000+",0,Teen,"July 27, 2018",1.15.0,High
FAMILY,4,43M,100+,0,Everyone,"February 6, 2018",1.0,High
FINANCE,7,3.4M,"1,000+",0,Everyone,"June 17, 2016",1.0.1,High
BOOKS_AND_REFERENCE,6,1.6M,"1,000+",0,Everyone,"February 14, 2017",5.0,High
PHOTOGRAPHY,16,14M,"1,000+",0,Teen,"July 12, 2018",2.1.5,High
VIDEO_PLAYERS,8696,14M,"100,000+",0,Everyone,"June 3, 2018",2.1.4,High
MEDICAL,5,11M,100+,0,Everyone,"August 3, 2018",1.0,High
HEALTH_AND_FITNESS,50679,38M,"1,000,000+",0,Everyone,"August 1, 2018",3.6.2,High
GAME,403911,23M,"10,000,000+",0,Everyone,"June 24, 2018",2.277.0,High
FAMILY,96658,26M,"1,000,000+",0,Everyone 10+,"September 5, 2015",2.0.5,High
SHOPPING,94205,6.5M,"1,000,000+",0,Everyone,"June 13, 2018",5.6.8,High
MEDICAL,7837,21M,"100,000+",0,Everyone,"July 31, 2018",2.4,High
HEALTH_AND_FITNESS,2880,7.1M,"100,000+",0,Everyone,"July 24, 2018",1.0.8,High
FINANCE,11066,9.1M,"500,000+",0,Everyone,"July 18, 2018",1.1.39,High
FAMILY,173394,8.5M,"5,000,000+",0,Everyone,"March 13, 2018",2.9.1,High
FAMILY,6073,8.5M,"100,000+",0,Mature 17+,"February 25, 2018",4.2.2,High
FAMILY,39153,98M,"1,000,000+",0,Everyone,"July 25, 2018",1.1.7,High
TOOLS,1363,1.6M,"10,000+",$2.59,Everyone,"June 7, 2017",2.5.18,High
FINANCE,19784,7.3M,"100,000+",$2.99,Everyone,"June 13, 2018",7.6,High
MAPS_AND_NAVIGATION,16094,5.4M,"1,000,000+",0,Everyone,"July 31, 2018",2.7.2,High
TRAVEL_AND_LOCAL,19,14M,500+,0,Everyone,"October 13, 2015",0.9.2,High
GAME,6074334,100M,"100,000,000+",0,Teen,"July 25, 2018",6.0.0,High
HEALTH_AND_FITNESS,787,53M,"1,000+",$1.99,Everyone,"July 31, 2018",1.4.7,High
LIFESTYLE,2167,1.4M,"500,000+",0,Everyone,"January 7, 2018",1.0,High
VIDEO_PLAYERS,277,6.8M,"10,000+",0,Everyone,"July 16, 2016",1.01,High
FAMILY,246,11M,"10,000+",0,Everyone,"October 12, 2017",2.9.0,High
TOOLS,2,6.3M,100+,$1.99,Everyone,"May 15, 2018",1.19,High
BOOKS_AND_REFERENCE,28237,10M,"100,000+",0,Everyone,"April 22, 2018",3.2.994,High
GAME,1591129,48M,"50,000,000+",0,Everyone,"December 22, 2017",1.01,High
LIFESTYLE,19,3.1M,"1,000+",0,Everyone,"December 7, 2017",2.2,High
HEALTH_AND_FITNESS,12,6.3M,500+,0,Everyone,"July 12, 2018",3.1.2,High
MEDICAL,11,100M,500+,$15.99,Everyone,"January 14, 2018",1.2.0,High
FAMILY,11,17M,"1,000+",0,Everyone,"July 5, 2018",3.3.2,High
BUSINESS,13,5.3M,100+,0,Everyone,"July 12, 2018",1.11.1,High
FAMILY,2,8.7M,10+,0,Everyone,"March 21, 2018",1.2,High
PERSONALIZATION,29,39M,100+,$1.99,Everyone,"May 16, 2018",1.0.0,High
FAMILY,1,655k,10+,$4.99,Everyone,"August 31, 2013",1.3,High
GAME,760628,63M,"10,000,000+",0,Everyone,"December 22, 2017",1.03,High
LIFESTYLE,10,9.4M,100+,0,Everyone,"July 15, 2016",1.6,High
TOOLS,11018,25M,"500,000+",0,Everyone,"July 25, 2018",1.7.0,High
GAME,1125017,25M,"10,000,000+",0,Everyone,"July 17, 2018",3.9.2,High
FAMILY,2062,42M,"500,000+",0,Everyone,"June 14, 2018",1.0.9,High
LIFESTYLE,11,3.4M,"1,000+",0,Everyone,"March 1, 2016",1.0.2,High
LIFESTYLE,103,3.8M,"5,000+",0,Everyone,"September 12, 2017",5.1.10,High
SOCIAL,412725,35M,"10,000,000+",0,Everyone,"July 31, 2018",3.8.1,High
GAME,59800,7.8M,"5,000,000+",0,Everyone,"March 6, 2018",2.9,High
DATING,120,10M,500+,0,Mature 17+,"August 4, 2018",1.5,High
LIBRARIES_AND_DEMO,2580,20M,"100,000+",0,Everyone,"March 8, 2018",2.0,High
MEDICAL,66,2.6M,"5,000+",$0.99,Everyone,"December 2, 2013",4.1,High
BEAUTY,18900,17M,"500,000+",0,Everyone,"August 2, 2018",6.10.1,High
FAMILY,7116,40M,"100,000+",0,Everyone,"August 9, 2016",1.0,High
VIDEO_PLAYERS,3930,3.3M,"500,000+",0,Everyone,"July 26, 2018",1.1.7,High
VIDEO_PLAYERS,70,14M,"1,000+",0,Everyone,"July 7, 2018",1.9,High
LIFESTYLE,1,3.2M,50+,0,Everyone,"July 15, 2018",1.2,High
LIFESTYLE,2225,15M,"100,000+",0,Everyone,"July 26, 2018",4.2.1,High
FAMILY,108130,40M,"5,000,000+",0,Teen,"August 3, 2018",1.8.0,High
BUSINESS,8,3.7M,100+,0,Everyone,"June 5, 2018",1.1.1,High
PERSONALIZATION,41000,2.0M,"1,000,000+",0,Everyone,"February 23, 2014",2.4.0,High
TOOLS,1250,241k,"50,000+",0,Everyone,"March 6, 2018",1.0.1,High
DATING,3,25M,100+,0,Mature 17+,"July 20, 2018",1.2.9,High
PRODUCTIVITY,10,7.1M,"1,000+",0,Everyone,"February 23, 2017",3.9.4,High
FAMILY,5,8.1M,"1,000+",0,Teen,"December 1, 2016",1.0,High
LIBRARIES_AND_DEMO,23,31M,"5,000+",0,Everyone,"July 11, 2018",3.4.5,High
GAME,1914,24M,"100,000+",0,Everyone,"June 29, 2018",3.6.7,High
PERSONALIZATION,133,59M,"1,000+",$2.49,Everyone,"August 3, 2018",15.6,High
MEDICAL,28,5.7M,"5,000+",0,Everyone,"July 7, 2018",1.0,High
SPORTS,37140,71M,"1,000,000+",0,Everyone,"August 1, 2018",1.3.11,High
GAME,52,33M,"5,000+",0,Everyone,"June 26, 2018",1.0.5,High
FINANCE,26587,8.4M,"1,000,000+",0,Everyone,"July 19, 2018",1.18.0,High
PERSONALIZATION,273994,12M,"10,000,000+",0,Everyone,"July 23, 2018",2.3.27,High
LIBRARIES_AND_DEMO,539,99M,"50,000+",0,Everyone,"August 2, 2018",7.0,High
MEDICAL,17,14M,"1,000+",0,Everyone,"July 11, 2018",1.9.0.0,High
PERSONALIZATION,248,2.8M,"10,000+",0,Mature 17+,"May 23, 2016",9.0,High
BUSINESS,3,36M,100+,0,Everyone,"July 22, 2018",2.0.3,High
FAMILY,4421,37M,"50,000+",$2.99,Teen,"November 5, 2014",1.77,High
MEDICAL,19,7.3M,100+,0,Everyone,"June 16, 2018",1.0.23,High
HEALTH_AND_FITNESS,4,14M,100+,0,Everyone,"July 9, 2018",4.2.2,High
PARENTING,8343,8.3M,"50,000+",$4.99,Everyone,"July 10, 2018",6.3.16,High
FAMILY,174215,93M,"10,000,000+",0,Everyone,"August 3, 2018",2.5.2,High
FAMILY,9699,23M,"100,000+",$0.99,Teen,"July 23, 2018",2.1.111374,High
PRODUCTIVITY,3,4.8M,100+,0,Everyone,"June 5, 2018",2.0,High
TOOLS,3,5.3M,10+,$2.99,Everyone,"May 27, 2018",1.0.15,High
GAME,8389714,92M,"100,000,000+",0,Teen,"July 4, 2018",3.7.1,High
FAMILY,124,23M,"10,000+",0,Everyone,"April 17, 2018",1.0.0,High
FAMILY,12,2.3M,100+,0,Everyone,"October 7, 2015",1.1,High
SPORTS,216,40M,"10,000+",0,Everyone,"August 2, 2018",23.17,High
TOOLS,48979,14M,"1,000,000+",0,Everyone,"August 4, 2018",5.0.0.8,High
HEALTH_AND_FITNESS,10,4.0M,10+,0,Everyone,"June 13, 2018",3.55,High
LIFESTYLE,231,5.7M,"5,000+",$0.99,Everyone,"December 24, 2017",7.0.1,High
VIDEO_PLAYERS,921868,47M,"50,000,000+",0,Teen,"August 4, 2018",2.4.11,High
HOUSE_AND_HOME,7619,13M,"100,000+",0,Everyone,"July 12, 2018",1.22.0,High
FAMILY,1667,17M,"10,000+",$14.99,Teen,"August 1, 2018",1.0.3,High
PERSONALIZATION,26,8.5M,100+,$2.49,Everyone,"December 3, 2017",5.0.1,High
SOCIAL,2036,6.8M,"100,000+",0,Everyone,"May 20, 2018",1.72,High
WEATHER,13426,19M,"1,000,000+",0,Everyone,"July 17, 2018",9.9.1.1910,High
MEDICAL,2951,16M,"50,000+",0,Everyone,"July 11, 2018",4.5.2,High
NEWS_AND_MAGAZINES,30,3.8M,"1,000+",0,Everyone,"March 20, 2018",1.5,High
GAME,73539,96M,"1,000,000+",0,Mature 17+,"August 2, 2018",1.3.3,High
PHOTOGRAPHY,512996,23M,"10,000,000+",0,Everyone,"August 2, 2018",4.0.3.5,High
MAPS_AND_NAVIGATION,2681,6.3M,"100,000+",0,Everyone,"September 25, 2017",1.2.0,High
MEDICAL,3,53M,10+,0,Everyone,"July 13, 2018",0.1,High
TOOLS,25592,7.5M,"10,000,000+",0,Everyone,"July 31, 2018",8.0.1.8.0629.1,High
HEALTH_AND_FITNESS,570242,20M,"10,000,000+",0,Everyone,"August 2, 2018",5.0.2,High
TOOLS,82,1.7M,500+,$0.99,Everyone,"August 14, 2017",3.3,High
FINANCE,11,3.7M,"1,000+",0,Everyone,"November 28, 2017",0.1.6,High
FAMILY,171,1.0M,"1,000+",$10.00,Everyone,"October 18, 2016",1.7.0,High
BUSINESS,78662,22M,"1,000,000+",0,Everyone,"February 13, 2018",3.7.5,High
FAMILY,107,18M,"10,000+",0,Everyone,"April 3, 2016",1.3,High
SHOPPING,68,6.5M,"10,000+",0,Everyone,"January 25, 2018",5.26.0,High
WEATHER,3963,23M,"100,000+",0,Everyone,"July 17, 2018",5.2.11,High
LIBRARIES_AND_DEMO,130,12M,"10,000+",0,Everyone,"February 23, 2018",1.0,High
GAME,2027,56M,"100,000+",0,Teen,"March 19, 2018",1.5,High
FOOD_AND_DRINK,32997,13M,"1,000,000+",0,Everyone,"August 4, 2018",2.2.7,High
BOOKS_AND_REFERENCE,238,27M,"10,000+",0,Everyone,"May 25, 2018",1.0,High
TOOLS,2246379,5.1M,"50,000,000+",0,Everyone,"June 28, 2018",2.1.4,High
NEWS_AND_MAGAZINES,22,25M,"1,000+",0,Everyone,"June 10, 2018",1.5.0,High
FAMILY,143,4.4M,"1,000+",$1.99,Everyone,"June 17, 2018",1.2.1,High
PARENTING,658087,62M,"10,000,000+",0,Everyone,"May 24, 2018",3.15.1,High
FAMILY,244,25M,"10,000+",0,Mature 17+,"October 11, 2017",1.2.0,High
LIFESTYLE,10484,9.0M,"1,000,000+",0,Everyone,"June 9, 2018",1.4.9,High
PHOTOGRAPHY,859,21M,"100,000+",0,Everyone,"July 18, 2018",1.5.1,High
MEDICAL,25,46M,"5,000+",0,Everyone,"April 17, 2018",1.0,High
TRAVEL_AND_LOCAL,481545,29M,"10,000,000+",0,Everyone,"August 6, 2018",5.48,High
LIFESTYLE,16426,1.6M,"500,000+",0,Everyone,"February 26, 2017",2.7.8,High
FAMILY,86,8.6M,"5,000+",0,Teen,"March 11, 2017",5.1,High
LIFESTYLE,2,6.0M,10+,0,Everyone,"May 24, 2018",2.1,High
SPORTS,950,18M,"100,000+",0,Everyone,"July 17, 2018",2.6,High
FINANCE,495,12M,"5,000+",0,Everyone,"May 1, 2018",5.7.1.0,High
TRAVEL_AND_LOCAL,339,10M,"5,000+",$2.99,Everyone,"May 13, 2018",5.11.3,High
GAME,3197865,82M,"100,000,000+",0,Everyone,"July 12, 2018",2.8.0,High
TOOLS,5,3.8M,500+,0,Everyone,"March 30, 2018",1.283.0037,High
FAMILY,73919,40M,"500,000+",$2.99,Teen,"November 15, 2014",1.07,High
FAMILY,52,19M,"1,000+",0,Everyone,"January 19, 2018",1.0,High
HEALTH_AND_FITNESS,39068,4.0M,"500,000+",0,Everyone,"July 7, 2018",1.2.2,High
BUSINESS,188841,3.2M,"5,000,000+",0,Everyone,"June 21, 2018",1.1.13,High
FAMILY,12,10M,"1,000+",0,Mature 17+,"March 23, 2018",2.0.4,High
GAME,76627,23M,"5,000,000+",0,Everyone,"July 3, 2018",8.16,High
ENTERTAINMENT,50725,19M,"5,000,000+",0,Everyone,"May 25, 2018",1.0.64,High
COMICS,4895,35M,"100,000+",0,Everyone,"August 2, 2018",2.4.25,High
FAMILY,361970,58M,"5,000,000+",0,Everyone,"August 2, 2018",28.0.14,High
SPORTS,12,23M,"1,000+",0,Everyone,"January 26, 2018",5.0.3,High
GAME,4108,13M,"10,000+",$17.99,Everyone 10+,"December 14, 2015",1.0.4,High
MEDICAL,2006,69M,"50,000+",0,Everyone,"August 3, 2018",6.02.000,High
HEALTH_AND_FITNESS,16570,73M,"500,000+",0,Everyone,"July 29, 2018",4.8.0,High
SPORTS,191,28M,"10,000+",0,Everyone,"August 1, 2018",2018.8.1,High
FAMILY,55,40M,"1,000+",0,Everyone,"August 3, 2018",108,High
COMICS,314,6.1M,"100,000+",0,Everyone,"May 23, 2018",3.1.0,High
TOOLS,48211,7.4M,"1,000,000+",0,Everyone,"November 18, 2017",32.1,High
FAMILY,584070,24M,"5,000,000+",0,Everyone 10+,"July 18, 2018",1.4.1,High
ART_AND_DESIGN,48,25M,"5,000+",0,Everyone,"August 4, 2018",1.1.1,High
HEALTH_AND_FITNESS,38098,11M,"5,000,000+",0,Everyone,"June 21, 2018",1.0.4,High
FINANCE,4,4.1M,50+,0,Everyone,"July 14, 2018",1.0.4,High
FAMILY,73,12M,"1,000+",$2.99,Everyone,"May 21, 2018",1.7.0,High
FINANCE,42,3.5M,"5,000+",0,Everyone,"April 2, 2017",2.3,High
SOCIAL,17350,12M,"500,000+",0,Everyone,"July 18, 2018",1.078,High
PERSONALIZATION,61,7.5M,"10,000+",0,Everyone,"April 4, 2018",4,High
BUSINESS,1,4.2M,10+,0,Everyone,"May 31, 2017",1.0.8,High
FAMILY,18893,91M,"100,000+",0,Everyone,"June 9, 2018",1.4.1,High
SPORTS,1733,19M,"500,000+",0,Everyone,"July 17, 2018",2.1,High
SPORTS,315,4.3M,"1,000+",$2.99,Everyone,"June 6, 2018",2.106.0,High
TOOLS,502,2.0M,"10,000+",0,Everyone,"July 15, 2018",1.5,High
BUSINESS,87,5.1M,"10,000+",0,Everyone,"July 15, 2017",0.0.1,High
MEDICAL,3052,12M,"100,000+",0,Everyone,"July 31, 2018",3.8.0,High
ART_AND_DESIGN,4326,21M,"100,000+",0,Everyone,"June 26, 2018",1.0.4,High
TOOLS,1092,190k,"100,000+",0,Everyone,"June 27, 2012",2.3.3,High
FAMILY,3935,9.5M,"100,000+",0,Mature 17+,"June 7, 2018",2.9.8,High
PHOTOGRAPHY,130,4.4M,"1,000+",$9.99,Everyone,"June 27, 2018",3.1.1,High
MEDICAL,171,20M,"10,000+",$10.00,Everyone 10+,"September 21, 2017",1.8.3,High
BOOKS_AND_REFERENCE,8,5.1M,500+,0,Everyone,"July 13, 2018",1.2,High
GAME,20,34M,100+,0,Mature 17+,"May 4, 2018",1.0,High
HEALTH_AND_FITNESS,644,5.5M,"100,000+",0,Everyone,"July 25, 2018",1.0.4,High
AUTO_AND_VEHICLES,3617,7.9M,"100,000+",0,Everyone,"May 16, 2018",2.8.2,High
PERSONALIZATION,89,11M,"5,000+",$0.99,Everyone,"October 21, 2017",1.6.1,High
BOOKS_AND_REFERENCE,41608,49M,"1,000,000+",0,Everyone,"November 5, 2017",1.1.7,High
EDUCATION,19277,5.3M,"1,000,000+",0,Everyone,"December 25, 2017",3.4.2,High
GAME,101686,31M,"10,000,000+",0,Everyone,"August 4, 2018",1.8.2,High
FAMILY,7050,24M,"1,000,000+",0,Everyone,"May 27, 2018",2.0,High
FINANCE,1311,9.3M,"50,000+",0,Everyone,"June 19, 2018",1.4.11,High
FAMILY,222,1.4M,"10,000+",0,Everyone,"February 7, 2016",0.4.0,High
FAMILY,4,2.3M,500+,0,Everyone,"April 23, 2016",1.0,High
GAME,358817,49M,"10,000,000+",0,Everyone,"July 30, 2018",1.2.2,High
VIDEO_PLAYERS,696665,91M,"10,000,000+",0,Everyone,"July 5, 2018",4.7.4.3869.7.2372.3,High
LIFESTYLE,3,4.0M,100+,0,Everyone,"July 29, 2018",1.1.3,High
LIFESTYLE,34782,12M,"1,000,000+",0,Everyone,"June 22, 2018",5.2.2,High
TOOLS,19,3.3M,500+,0,Everyone,"June 15, 2018",1.8,High
FAMILY,1424,19M,"100,000+",0,Everyone,"June 7, 2018",2.2,High
GAME,27856,50M,"100,000+",$2.99,Teen,"April 2, 2015",1.07,High
BUSINESS,3,4.7M,100+,0,Everyone,"May 17, 2018",1.2,High
PRODUCTIVITY,43,6.2M,500+,0,Everyone,"November 7, 2017",1.1,High
FAMILY,21,5.4M,"5,000+",0,Everyone,"July 3, 2018",1.6.7.1,High
FAMILY,302,9.9M,"100,000+",0,Everyone,"January 2, 2018",1.0,High
BUSINESS,492,27M,"10,000+",0,Everyone,"July 26, 2018",1.7.11,High
FAMILY,11,7.2M,100+,0,Everyone,"October 27, 2015",3.0.0,High
GAME,29,31M,"1,000+",0,Everyone 10+,"October 22, 2017",1.3.3,High
BEAUTY,473,8.2M,"100,000+",0,Mature 17+,"March 1, 2017",1.0.2.0,High
PHOTOGRAPHY,3,16M,500+,0,Everyone,"June 14, 2018",1.0.3,High
BUSINESS,70,14M,"1,000+",0,Everyone,"February 11, 2015",1.9.3,High
MEDICAL,717,5.4M,"5,000+",$5.99,Everyone,"May 31, 2018",6.5.0,High
NEWS_AND_MAGAZINES,13620,9.0M,"500,000+",0,Everyone,"April 16, 2018",2.137,High
MEDICAL,133,2.8M,"10,000+",$2.99,Everyone,"August 2, 2014",3.0,High
LIBRARIES_AND_DEMO,929,7.0M,"50,000+",0,Everyone,"February 16, 2018",1.02.2018.11,High
FAMILY,2167,13M,"100,000+",0,Everyone,"August 6, 2018",1.1.5,High
BUSINESS,80,16M,"10,000+",0,Everyone,"December 23, 2016",2.54.3,High
GAME,21266,45M,"100,000+",$2.99,Teen,"July 26, 2015",1.1,High
PRODUCTIVITY,27,2.5M,"1,000+",0,Everyone,"June 5, 2017",1.2.3,High
TOOLS,424,3.5M,"10,000+",0,Everyone,"December 19, 2017",0.11,High
MEDICAL,1388,3.3M,"100,000+",0,Everyone,"July 3, 2018",2.1.11,High
SHOPPING,973270,20M,"50,000,000+",0,Teen,"August 6, 2018",2.4.9,High
TRAVEL_AND_LOCAL,3,12M,100+,0,Everyone,"December 30, 2015",1.8.1,High
COMICS,29839,29M,"1,000,000+",0,Teen,"July 31, 2018",4.1.0,High
PRODUCTIVITY,49794,6.5M,"1,000,000+",0,Everyone,"June 17, 2017",1.7.3,High
PRODUCTIVITY,176873,4.5M,"1,000,000+",0,Everyone,"October 30, 2017",17.7.20,High
GAME,8193,41M,"500,000+",0,Everyone,"September 16, 2016",1.0.7,High
HEALTH_AND_FITNESS,2,8.3M,50+,0,Everyone,"July 9, 2018",4.2.2,High
MEDICAL,513,12M,"5,000+",0,Everyone,"July 11, 2018",4.5.2,High
LIFESTYLE,5,3.2M,100+,0,Everyone,"August 31, 2017",1.0.1,High
FAMILY,17,2.4M,"1,000+",0,Everyone,"September 26, 2017",1,High
FAMILY,3,2.1M,"1,000+",0,Everyone,"July 31, 2017",1.3,High
MEDICAL,4027,8.4M,"100,000+",0,Everyone,"October 10, 2017",2.4.1,High
PHOTOGRAPHY,109500,37M,"1,000,000+",0,Everyone,"August 2, 2018",2.18.2,High
PHOTOGRAPHY,31985,9.1M,"1,000,000+",0,Everyone,"August 6, 2018",1.7.14,High
PERSONALIZATION,37,15M,"5,000+",0,Teen,"February 26, 2017",1.0,High
GAME,401425,70M,"10,000,000+",0,Everyone,"April 12, 2017",1.6.1,High
FAMILY,39,20M,"1,000+",0,Everyone,"January 25, 2016",1.1,High
NEWS_AND_MAGAZINES,2543,6.3M,"500,000+",0,Everyone,"July 19, 2018",8.0.6,High
MEDICAL,163,375k,"10,000+",$1.99,Everyone,"August 3, 2015",3.4.3,High
BUSINESS,37,10M,"5,000+",0,Everyone,"June 29, 2018",1.5,High
BEAUTY,900,30M,"5,000+",0,Everyone,"March 25, 2018",1.1,High
FAMILY,1,3.7M,10+,$1.49,Everyone,"May 18, 2018",2.0.2,High
TOOLS,32,2.7M,"1,000+",0,Everyone,"June 15, 2018",1.11,High
EVENTS,1,21M,100+,0,Everyone,"July 3, 2018",1.0.5,High
BOOKS_AND_REFERENCE,244,4.1M,"100,000+",0,Everyone,"April 22, 2016",1.0.0,High
TOOLS,62,2.3M,"1,000+",0,Everyone,"November 13, 2017",1.1.3,High
MEDICAL,5,17M,"1,000+",0,Everyone,"January 20, 2018",2.0,High
BUSINESS,7,2.0M,500+,0,Everyone,"August 24, 2017",1.0.0,High
PERSONALIZATION,26,5.6M,"1,000+",0,Everyone,"March 3, 2017",1.0.3,High
FAMILY,3106,3.6M,"10,000+",0,Everyone,"May 17, 2018",7,High
SOCIAL,549,17M,"10,000+",0,Teen,"June 29, 2016",3.0.1,High
GAME,910051,76M,"10,000,000+",0,Teen,"August 2, 2018",5.11.0,High
AUTO_AND_VEHICLES,197,3.4M,"50,000+",0,Everyone,"June 14, 2018",1.3,High
MAPS_AND_NAVIGATION,62,1.6M,"1,000+",$0.99,Everyone,"June 30, 2018",1.3,High
FAMILY,5481,69M,"500,000+",0,Everyone,"July 7, 2018",1.3,High
TOOLS,14,2.9M,500+,$0.99,Everyone,"October 26, 2017",2.2,High
NEWS_AND_MAGAZINES,76677,4.6M,"1,000,000+",0,Everyone 10+,"May 25, 2017",4.4.3,High
NEWS_AND_MAGAZINES,171,4.8M,"10,000+",0,Everyone,"May 30, 2018",3.0,High
GAME,21,89M,"1,000+",0,Everyone,"March 30, 2018",0.46.91,High
LIFESTYLE,161143,11M,"10,000,000+",0,Everyone 10+,"June 25, 2018",5.2.4.881,High
SHOPPING,55,8.0M,500+,0,Everyone,"April 11, 2018",1.0.3,High
FAMILY,26916,67M,"500,000+",0,Everyone,"March 17, 2017",2.7,High
TOOLS,14224,7.1M,"1,000,000+",0,Everyone,"October 12, 2017",1.0.98,High
GAME,501,65M,"10,000+",0,Teen,"July 26, 2018",5.0.1.3,High
MAPS_AND_NAVIGATION,56443,43M,"1,000,000+",0,Everyone,"June 26, 2018",6.2.0,High
FAMILY,4218587,100M,"50,000,000+",0,Everyone 10+,"June 19, 2018",1.23.3.75024,High
FAMILY,1827,12M,"100,000+",0,Everyone,"June 5, 2018",1.3,High
HEALTH_AND_FITNESS,109756,78M,"5,000,000+",0,Everyone,"August 1, 2018",8.2.0,High
BUSINESS,12,13M,500+,0,Everyone,"May 16, 2018",3.4.2,High
HEALTH_AND_FITNESS,1886,7.6M,"500,000+",0,Everyone,"June 21, 2016",3.2.1,High
PHOTOGRAPHY,4595,2.5M,"100,000+",0,Everyone,"September 4, 2017",1.4.0,High
GAME,5465624,53M,"100,000,000+",0,Teen,"August 3, 2018",1.21.0,High
FAMILY,39,3.6M,"1,000+",0,Everyone,"February 9, 2017",1.53,High
HEALTH_AND_FITNESS,55571,12M,"1,000,000+",0,Everyone,"February 21, 2018",1.23,High
EDUCATION,7973,18M,"1,000,000+",0,Everyone,"July 27, 2018",0.29.74,High
ENTERTAINMENT,1575,43M,"100,000+",0,Everyone,"July 13, 2018",2.3.2,High
BUSINESS,2555,16M,"100,000+",0,Everyone,"June 2, 2017",2.5.0,High
PRODUCTIVITY,2,1.7M,10+,$0.99,Everyone,"July 29, 2018",1.0.5,High
FAMILY,834,22M,"100,000+",0,Everyone,"March 15, 2018",1.8.11,High
FAMILY,66,17M,"10,000+",0,Everyone,"February 25, 2018",1.0.0,High
BOOKS_AND_REFERENCE,445756,16M,"10,000,000+",0,Everyone,"May 15, 2018",2.6.22,High
FAMILY,5969,31M,"10,000+",$12.99,Everyone,"June 29, 2018",4.2.4,High
GAME,27722264,76M,"1,000,000,000+",0,Everyone 10+,"July 12, 2018",1.90.0,High
PHOTOGRAPHY,617,12M,"10,000+",$1.99,Everyone,"November 22, 2016",1.5.10,High
PRODUCTIVITY,40328,23M,"1,000,000+",0,Everyone,"October 17, 2016",1.9,High
FAMILY,31,3.2M,"1,000+",0,Everyone,"September 1, 2015",1.0,High
LIFESTYLE,815893,4.4M,"10,000,000+",0,Everyone,"June 30, 2018",4.90,High
MEDICAL,7,2.7M,"1,000+",0,Everyone,"April 16, 2018",43.0,High
